type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2019-04-10 02:48:59,30.31046640,78.09326978,18,635.000,,1.730,1,19,31,20190410-081859,GPS Logger: 20190410-081859
T,2019-04-10 02:49:00,30.31044088,78.09325516,18,633.000,,1.280,359,20,32,,
T,2019-04-10 02:49:01,30.31040784,78.09325300,20,635.000,,0.670,6,23,32,,
T,2019-04-10 02:49:02,30.31038815,78.09325752,20,634.000,,0.280,4,23,32,,
T,2019-04-10 02:49:03,30.31034689,78.09325732,15,634.000,,0.400,92,24,32,,
T,2019-04-10 02:49:04,30.31035287,78.09324276,14,636.000,,0.220,94,24,32,,
T,2019-04-10 02:49:05,30.31035291,78.09325825,12,634.000,,0.200,85,24,32,,
T,2019-04-10 02:49:06,30.31034128,78.09325576,12,635.000,,0.000,,25,32,,
T,2019-04-10 02:49:07,30.31032169,78.09325132,11,636.000,,0.000,,25,32,,
T,2019-04-10 02:49:08,30.31029724,78.09325029,11,635.000,,0.000,,25,32,,
T,2019-04-10 02:49:09,30.31028146,78.09324979,11,635.000,,0.000,,25,32,,
T,2019-04-10 02:49:10,30.31027585,78.09325170,9,636.000,,0.000,,25,32,,
T,2019-04-10 02:49:11,30.31027310,78.09324505,8,636.000,,0.000,,26,32,,
T,2019-04-10 02:49:12,30.31027008,78.09324039,8,635.000,,0.000,,26,32,,
T,2019-04-10 02:49:13,30.31027737,78.09324242,6,636.000,,0.000,,26,32,,
T,2019-04-10 02:49:14,30.31027854,78.09324158,6,637.000,,0.000,,26,32,,
T,2019-04-10 02:49:15,30.31027900,78.09324257,6,637.000,,0.000,,26,32,,
T,2019-04-10 02:49:16,30.31027498,78.09324009,6,638.000,,0.000,,26,32,,
T,2019-04-10 02:49:17,30.31026793,78.09323722,6,638.000,,0.000,,26,32,,
T,2019-04-10 02:49:18,30.31026264,78.09323515,6,638.000,,0.000,,26,32,,
T,2019-04-10 02:49:19,30.31025974,78.09323411,5,638.000,,0.000,,26,32,,
T,2019-04-10 02:49:20,30.31025937,78.09323365,5,637.000,,0.000,,27,32,,
T,2019-04-10 02:49:21,30.31025880,78.09323359,6,637.000,,0.000,,27,32,,
T,2019-04-10 02:49:22,30.31025872,78.09323323,8,637.000,,0.000,,27,32,,
T,2019-04-10 02:49:23,30.31025909,78.09323330,9,637.000,,0.000,,27,32,,
T,2019-04-10 02:49:24,30.31025968,78.09323299,8,637.000,,0.000,,27,32,,
T,2019-04-10 02:49:25,30.31026075,78.09323258,6,637.000,,0.000,,27,32,,
T,2019-04-10 02:49:26,30.31026005,78.09323158,8,637.000,,0.000,,27,32,,
T,2019-04-10 02:49:27,30.31025980,78.09323120,6,637.000,,0.000,,27,32,,
T,2019-04-10 02:49:28,30.31026043,78.09323082,6,637.000,,0.000,,27,32,,
T,2019-04-10 02:49:29,30.31026051,78.09323069,6,637.000,,0.000,,27,32,,
T,2019-04-10 02:49:30,30.31026091,78.09323088,6,637.000,,0.000,,27,32,,
T,2019-04-10 02:49:31,30.31026154,78.09319111,6,635.000,,2.650,285,27,32,,
T,2019-04-10 02:49:32,30.31027368,78.09315955,6,634.000,,3.070,0,27,32,,
T,2019-04-10 02:49:33,30.31030680,78.09312620,6,633.000,,4.320,359,27,32,,
T,2019-04-10 02:49:34,30.31032700,78.09308501,6,632.000,,3.710,357,27,32,,
T,2019-04-10 02:49:35,30.31034404,78.09304466,6,631.000,,3.920,357,27,32,,
T,2019-04-10 02:49:36,30.31035809,78.09300163,6,630.000,,4.100,358,27,32,,
T,2019-04-10 02:49:37,30.31036084,78.09294786,6,630.000,,3.270,299,27,32,,
T,2019-04-10 02:49:38,30.31035725,78.09287929,6,629.000,,4.040,288,27,32,,
T,2019-04-10 02:49:39,30.31035815,78.09280120,6,628.000,,4.760,283,27,32,,
T,2019-04-10 02:49:40,30.31035958,78.09269497,6,628.000,,5.120,283,27,32,,
T,2019-04-10 02:49:41,30.31037044,78.09264878,6,629.000,,4.760,281,27,32,,
T,2019-04-10 02:49:42,30.31037002,78.09257717,6,630.000,,5.560,279,27,32,,
T,2019-04-10 02:49:43,30.31039705,78.09249704,6,630.000,,6.380,285,27,32,,
T,2019-04-10 02:49:44,30.31041105,78.09242091,6,630.000,,6.610,290,27,32,,
T,2019-04-10 02:49:45,30.31042878,78.09234972,6,629.000,,6.940,297,27,32,,
T,2019-04-10 02:49:46,30.31046037,78.09226217,8,627.000,,6.900,302,27,32,,
T,2019-04-10 02:49:47,30.31048435,78.09221851,8,626.000,,5.820,304,27,32,,
T,2019-04-10 02:49:48,30.31053330,78.09212983,8,626.000,,7.660,297,26,32,,
T,2019-04-10 02:49:49,30.31059154,78.09205768,9,627.000,,7.820,302,26,32,,
T,2019-04-10 02:49:50,30.31066117,78.09197644,17,627.000,,8.530,306,26,32,,
T,2019-04-10 02:49:51,30.31074954,78.09188906,18,626.000,,9.600,312,26,32,,
T,2019-04-10 02:49:52,30.31083096,78.09180522,17,625.000,,10.190,314,25,32,,
T,2019-04-10 02:49:53,30.31088167,78.09172456,18,625.000,,9.960,312,25,32,,
T,2019-04-10 02:49:54,30.31085666,78.09167990,17,620.000,,8.080,306,25,32,,
T,2019-04-10 02:49:55,30.31089884,78.09160995,17,621.000,,8.130,305,25,32,,
T,2019-04-10 02:49:56,30.31093707,78.09155581,18,620.000,,7.870,305,25,32,,
T,2019-04-10 02:49:57,30.31100426,78.09147959,18,620.000,,8.400,308,25,32,,
T,2019-04-10 02:49:58,30.31102841,78.09140927,18,621.000,,8.130,304,25,32,,
T,2019-04-10 02:49:59,30.31107269,78.09136494,18,621.000,,7.050,302,25,33,,
T,2019-04-10 02:50:00,30.31108897,78.09133315,17,621.000,,6.680,304,25,33,,
T,2019-04-10 02:50:01,30.31117645,78.09122294,15,621.000,,8.260,307,25,33,,
T,2019-04-10 02:50:02,30.31123060,78.09113496,15,620.000,,7.780,303,25,33,,
T,2019-04-10 02:50:03,30.31125923,78.09106800,14,619.000,,7.740,303,24,33,,
T,2019-04-10 02:50:04,30.31128018,78.09101252,15,620.000,,7.780,296,25,33,,
T,2019-04-10 02:50:05,30.31132061,78.09092879,15,618.000,,8.180,302,25,33,,
T,2019-04-10 02:50:06,30.31135090,78.09086952,15,618.000,,7.670,303,25,33,,
T,2019-04-10 02:50:07,30.31137300,78.09083709,15,617.000,,5.830,301,25,33,,
T,2019-04-10 02:50:08,30.31141583,78.09077859,14,617.000,,6.300,305,25,33,,
T,2019-04-10 02:50:09,30.31145742,78.09071023,14,619.000,,6.280,303,25,33,,
T,2019-04-10 02:50:10,30.31148682,78.09065011,14,619.000,,6.480,301,25,33,,
T,2019-04-10 02:50:11,30.31152007,78.09058999,14,619.000,,6.660,300,25,33,,
T,2019-04-10 02:50:12,30.31155793,78.09052744,14,619.000,,6.960,301,24,33,,
T,2019-04-10 02:50:13,30.31160075,78.09046251,14,619.000,,6.850,303,24,33,,
T,2019-04-10 02:50:14,30.31163572,78.09039759,14,620.000,,7.300,305,24,33,,
T,2019-04-10 02:50:15,30.31168185,78.09034008,14,620.000,,6.530,307,24,33,,
T,2019-04-10 02:50:16,30.31170933,78.09028357,14,621.000,,6.510,299,24,33,,
T,2019-04-10 02:50:17,30.31175270,78.09021262,14,623.000,,7.210,300,23,33,,
T,2019-04-10 02:50:18,30.31177621,78.09014745,14,621.000,,6.970,299,23,33,,
T,2019-04-10 02:50:19,30.31182271,78.09007107,14,623.000,,7.260,300,24,33,,
T,2019-04-10 02:50:20,30.31185816,78.09000804,14,623.000,,7.330,301,24,33,,
T,2019-04-10 02:50:21,30.31189667,78.08994546,15,624.000,,7.360,301,25,33,,
T,2019-04-10 02:50:22,30.31191523,78.08989137,15,623.000,,6.300,304,25,33,,
T,2019-04-10 02:50:23,30.31193905,78.08982739,15,624.000,,6.500,299,25,33,,
T,2019-04-10 02:50:24,30.31196916,78.08973813,15,623.000,,7.690,293,25,33,,
T,2019-04-10 02:50:25,30.31198489,78.08964017,15,623.000,,7.700,294,25,34,,
T,2019-04-10 02:50:26,30.31202617,78.08957396,15,624.000,,7.780,298,25,34,,
T,2019-04-10 02:50:27,30.31206148,78.08950259,15,625.000,,7.940,298,25,34,,
T,2019-04-10 02:50:28,30.31208807,78.08943414,14,625.000,,7.930,297,25,34,,
T,2019-04-10 02:50:29,30.31213901,78.08934564,15,626.000,,8.230,297,25,34,,
T,2019-04-10 02:50:30,30.31216647,78.08926775,15,626.000,,8.280,296,25,34,,
T,2019-04-10 02:50:31,30.31220999,78.08917476,14,626.000,,8.790,295,25,34,,
T,2019-04-10 02:50:32,30.31223939,78.08910028,14,626.000,,8.750,295,25,34,,
T,2019-04-10 02:50:33,30.31228044,78.08902241,14,627.000,,8.820,296,25,34,,
T,2019-04-10 02:50:34,30.31231261,78.08894014,14,627.000,,8.840,296,25,34,,
T,2019-04-10 02:50:35,30.31234124,78.08884989,15,627.000,,8.980,294,25,34,,
T,2019-04-10 02:50:36,30.31236316,78.08877070,15,625.000,,8.340,292,25,34,,
T,2019-04-10 02:50:37,30.31239896,78.08869959,15,626.000,,7.920,293,25,34,,
T,2019-04-10 02:50:38,30.31243711,78.08863601,15,625.000,,7.450,297,25,34,,
T,2019-04-10 02:50:39,30.31247564,78.08858037,15,626.000,,6.720,301,25,34,,
T,2019-04-10 02:50:40,30.31249341,78.08854006,14,626.000,,4.860,298,25,34,,
T,2019-04-10 02:50:41,30.31250763,78.08849262,14,625.000,,5.360,292,25,34,,
T,2019-04-10 02:50:42,30.31252782,78.08842173,14,626.000,,5.840,292,25,34,,
T,2019-04-10 02:50:43,30.31255694,78.08837692,14,628.000,,5.490,294,25,35,,
T,2019-04-10 02:50:44,30.31258582,78.08832389,14,628.000,,4.870,297,25,35,,
T,2019-04-10 02:50:45,30.31260126,78.08828222,14,628.000,,4.100,296,25,35,,
T,2019-04-10 02:50:46,30.31260884,78.08825628,14,628.000,,3.030,292,25,35,,
T,2019-04-10 02:50:47,30.31262404,78.08824248,14,628.000,,2.500,313,25,35,,
T,2019-04-10 02:50:48,30.31265048,78.08821882,14,628.000,,2.440,316,25,35,,
T,2019-04-10 02:50:49,30.31266134,78.08819352,14,629.000,,2.660,314,24,35,,
T,2019-04-10 02:50:50,30.31267992,78.08816171,14,629.000,,3.320,306,24,35,,
T,2019-04-10 02:50:51,30.31269551,78.08812496,14,630.000,,3.470,300,24,35,,
T,2019-04-10 02:50:52,30.31271325,78.08808166,14,630.000,,3.800,295,24,35,,
T,2019-04-10 02:50:53,30.31272614,78.08802236,14,630.000,,4.610,293,25,35,,
T,2019-04-10 02:50:54,30.31274639,78.08797150,14,628.000,,5.070,297,25,35,,
T,2019-04-10 02:50:55,30.31277612,78.08792669,14,628.000,,4.910,301,25,35,,
T,2019-04-10 02:50:56,30.31278703,78.08786899,14,626.000,,5.190,300,24,35,,
T,2019-04-10 02:50:57,30.31281673,78.08781087,14,627.000,,5.460,298,24,34,,
T,2019-04-10 02:50:58,30.31282084,78.08776668,14,626.000,,5.650,296,24,34,,
T,2019-04-10 02:50:59,30.31286600,78.08768297,15,627.000,,6.550,301,24,34,,
T,2019-04-10 02:51:00,30.31289299,78.08760636,15,627.000,,6.630,305,24,34,,
T,2019-04-10 02:51:01,30.31293786,78.08753491,14,628.000,,7.330,309,24,34,,
T,2019-04-10 02:51:02,30.31296824,78.08748195,14,627.000,,6.280,307,23,34,,
T,2019-04-10 02:51:03,30.31301014,78.08742353,15,627.000,,6.580,307,23,34,,
T,2019-04-10 02:51:04,30.31305698,78.08736108,15,628.000,,6.910,310,23,34,,
T,2019-04-10 02:51:05,30.31312311,78.08728192,15,632.000,,7.690,310,23,34,,
T,2019-04-10 02:51:06,30.31317373,78.08721869,15,631.000,,7.960,313,23,34,,
T,2019-04-10 02:51:07,30.31321904,78.08714946,15,631.000,,8.170,311,23,34,,
T,2019-04-10 02:51:08,30.31327942,78.08708104,15,631.000,,8.000,310,23,34,,
T,2019-04-10 02:51:09,30.31332756,78.08701071,15,630.000,,8.750,309,23,34,,
T,2019-04-10 02:51:10,30.31336549,78.08693122,15,629.000,,8.030,304,22,34,,
T,2019-04-10 02:51:11,30.31343496,78.08684361,15,629.000,,8.220,305,23,34,,
T,2019-04-10 02:51:12,30.31347938,78.08676939,15,630.000,,8.720,304,23,34,,
T,2019-04-10 02:51:13,30.31352323,78.08670596,15,629.000,,8.230,305,23,34,,
T,2019-04-10 02:51:14,30.31358812,78.08663490,15,629.000,,8.340,304,23,34,,
T,2019-04-10 02:51:15,30.31361956,78.08657661,15,627.000,,8.290,303,23,34,,
T,2019-04-10 02:51:16,30.31366995,78.08647648,15,627.000,,8.840,302,23,34,,
T,2019-04-10 02:51:17,30.31372159,78.08638141,15,626.000,,9.550,302,24,34,,
T,2019-04-10 02:51:18,30.31377515,78.08629497,15,626.000,,9.010,301,24,34,,
T,2019-04-10 02:51:19,30.31382979,78.08621611,15,625.000,,8.800,301,24,34,,
T,2019-04-10 02:51:20,30.31387987,78.08613491,15,624.000,,8.390,302,24,34,,
T,2019-04-10 02:51:21,30.31392706,78.08605383,15,623.000,,8.640,302,24,34,,
T,2019-04-10 02:51:22,30.31398844,78.08595813,14,624.000,,9.210,303,24,34,,
T,2019-04-10 02:51:23,30.31402454,78.08587156,14,625.000,,9.200,302,24,34,,
T,2019-04-10 02:51:24,30.31407444,78.08579817,14,625.000,,9.120,304,23,34,,
T,2019-04-10 02:51:25,30.31411975,78.08571263,14,625.000,,9.170,304,23,34,,
T,2019-04-10 02:51:26,30.31416793,78.08562714,14,626.000,,8.970,304,23,34,,
T,2019-04-10 02:51:27,30.31421606,78.08555327,14,626.000,,8.600,305,23,34,,
T,2019-04-10 02:51:28,30.31424694,78.08546566,14,627.000,,8.360,305,23,34,,
T,2019-04-10 02:51:29,30.31427782,78.08538782,14,628.000,,8.170,306,23,34,,
T,2019-04-10 02:51:30,30.31431932,78.08531787,14,628.000,,7.840,306,23,34,,
T,2019-04-10 02:51:31,30.31436095,78.08524425,14,630.000,,8.000,306,23,34,,
T,2019-04-10 02:51:32,30.31440258,78.08517712,14,631.000,,7.790,307,23,34,,
T,2019-04-10 02:51:33,30.31444704,78.08511300,14,631.000,,7.550,307,23,34,,
T,2019-04-10 02:51:34,30.31448658,78.08504257,15,632.000,,7.440,308,22,34,,
T,2019-04-10 02:51:35,30.31452042,78.08498890,15,632.000,,6.770,306,22,34,,
T,2019-04-10 02:51:36,30.31453721,78.08497881,15,631.000,,4.470,311,22,34,,
T,2019-04-10 02:51:37,30.31456301,78.08494950,15,632.000,,4.280,313,22,34,,
T,2019-04-10 02:51:38,30.31460353,78.08490934,15,631.000,,4.630,316,21,34,,
T,2019-04-10 02:51:39,30.31458704,78.08490702,17,631.000,,3.000,318,21,34,,
T,2019-04-10 02:51:40,30.31462100,78.08488180,17,631.000,,2.820,318,21,34,,
T,2019-04-10 02:51:41,30.31465151,78.08484844,17,631.000,,3.180,318,21,34,,
T,2019-04-10 02:51:42,30.31461986,78.08489289,15,630.000,,0.840,319,22,34,,
T,2019-04-10 02:51:43,30.31460633,78.08489600,15,631.000,,0.410,321,22,34,,
T,2019-04-10 02:51:44,30.31458635,78.08490336,14,630.000,,0.000,,22,33,,
T,2019-04-10 02:51:45,30.31459295,78.08490933,14,631.000,,0.000,,23,33,,
T,2019-04-10 02:51:46,30.31460987,78.08490102,14,630.000,,0.290,325,23,33,,
T,2019-04-10 02:51:47,30.31461950,78.08490717,14,630.000,,0.000,,24,33,,
T,2019-04-10 02:51:48,30.31462349,78.08490465,14,630.000,,0.000,,24,33,,
T,2019-04-10 02:51:49,30.31461982,78.08490910,14,631.000,,0.000,,24,33,,
T,2019-04-10 02:51:50,30.31462359,78.08490879,14,630.000,,0.000,,24,33,,
T,2019-04-10 02:51:51,30.31463000,78.08490495,14,630.000,,0.000,,24,33,,
T,2019-04-10 02:51:52,30.31463228,78.08490804,14,630.000,,0.670,327,24,33,,
T,2019-04-10 02:51:53,30.31464815,78.08490538,14,630.000,,1.430,325,24,33,,
T,2019-04-10 02:51:54,30.31466054,78.08489884,14,630.000,,1.380,319,24,33,,
T,2019-04-10 02:51:55,30.31466690,78.08489461,14,629.000,,0.780,315,24,33,,
T,2019-04-10 02:51:56,30.31467544,78.08489248,14,629.000,,0.750,313,24,33,,
T,2019-04-10 02:51:57,30.31468280,78.08488864,14,629.000,,0.700,314,24,33,,
T,2019-04-10 02:51:58,30.31468708,78.08488666,14,628.000,,0.650,314,24,33,,
T,2019-04-10 02:51:59,30.31468934,78.08488028,15,628.000,,0.820,312,24,33,,
T,2019-04-10 02:52:00,30.31469042,78.08487430,15,628.000,,0.790,313,24,33,,
T,2019-04-10 02:52:01,30.31470313,78.08485789,15,628.000,,1.210,314,24,31,,
T,2019-04-10 02:52:02,30.31470932,78.08484771,15,627.000,,0.670,315,24,31,,
T,2019-04-10 02:52:03,30.31471817,78.08483577,15,627.000,,0.660,316,24,31,,
T,2019-04-10 02:52:04,30.31472074,78.08483059,15,627.000,,0.000,,24,31,,
T,2019-04-10 02:52:05,30.31471878,78.08482870,15,628.000,,0.000,,24,31,,
T,2019-04-10 02:52:06,30.31472185,78.08482252,15,628.000,,0.000,,25,31,,
T,2019-04-10 02:52:07,30.31472239,78.08481919,15,628.000,,0.270,315,24,31,,
T,2019-04-10 02:52:08,30.31472242,78.08481664,15,628.000,,0.000,,25,31,,
T,2019-04-10 02:52:09,30.31472482,78.08481333,15,628.000,,0.000,,25,31,,
T,2019-04-10 02:52:10,30.31472434,78.08481162,15,628.000,,0.000,,24,31,,
T,2019-04-10 02:52:11,30.31472415,78.08481211,15,628.000,,0.000,,25,31,,
T,2019-04-10 02:52:12,30.31472596,78.08481192,15,628.000,,0.000,,24,31,,
T,2019-04-10 02:52:13,30.31472743,78.08481162,15,628.000,,0.000,,24,31,,
T,2019-04-10 02:52:14,30.31473019,78.08480608,15,627.000,,0.000,,24,31,,
T,2019-04-10 02:52:15,30.31473173,78.08480127,15,627.000,,0.000,,25,31,,
T,2019-04-10 02:52:16,30.31473303,78.08479793,15,626.000,,0.000,,25,31,,
T,2019-04-10 02:52:17,30.31473319,78.08479706,15,627.000,,0.000,,25,31,,
T,2019-04-10 02:52:18,30.31473276,78.08479830,15,627.000,,0.000,,24,31,,
T,2019-04-10 02:52:19,30.31473120,78.08480126,15,627.000,,0.000,,24,31,,
T,2019-04-10 02:52:20,30.31473086,78.08480292,17,628.000,,0.000,,24,31,,
T,2019-04-10 02:52:21,30.31473119,78.08480419,17,628.000,,0.000,,24,31,,
T,2019-04-10 02:52:22,30.31473071,78.08480565,15,628.000,,0.000,,24,31,,
T,2019-04-10 02:52:23,30.31473040,78.08480636,15,628.000,,0.000,,24,31,,
T,2019-04-10 02:52:24,30.31473029,78.08480754,15,628.000,,0.000,,24,31,,
T,2019-04-10 02:52:25,30.31473040,78.08480824,15,628.000,,0.000,,24,31,,
T,2019-04-10 02:52:26,30.31473000,78.08480892,15,628.000,,0.000,,24,31,,
T,2019-04-10 02:52:27,30.31472998,78.08480918,15,628.000,,0.000,,24,31,,
T,2019-04-10 02:52:28,30.31473026,78.08481279,15,628.000,,0.210,317,24,31,,
T,2019-04-10 02:52:29,30.31473653,78.08481799,15,631.000,,0.000,,23,31,,
T,2019-04-10 02:52:30,30.31473841,78.08481799,15,631.000,,0.640,314,24,31,,
T,2019-04-10 02:52:31,30.31473882,78.08480583,14,628.000,,2.020,303,24,31,,
T,2019-04-10 02:52:32,30.31475112,78.08478536,14,630.000,,2.450,310,24,31,,
T,2019-04-10 02:52:33,30.31476735,78.08476641,14,630.000,,2.490,314,24,31,,
T,2019-04-10 02:52:34,30.31478184,78.08475031,14,631.000,,2.360,315,24,31,,
T,2019-04-10 02:52:35,30.31480180,78.08472734,14,632.000,,2.780,312,24,31,,
T,2019-04-10 02:52:36,30.31481814,78.08471129,15,633.000,,2.520,315,23,32,,
T,2019-04-10 02:52:37,30.31484737,78.08468351,14,633.000,,3.650,315,23,32,,
T,2019-04-10 02:52:38,30.31487546,78.08466278,14,634.000,,3.320,317,23,32,,
T,2019-04-10 02:52:39,30.31490236,78.08464066,14,635.000,,3.330,317,23,32,,
T,2019-04-10 02:52:40,30.31492751,78.08461562,15,635.000,,3.440,317,22,32,,
T,2019-04-10 02:52:41,30.31494891,78.08459297,15,635.000,,3.140,314,22,32,,
T,2019-04-10 02:52:42,30.31496978,78.08456958,15,635.000,,3.270,312,22,32,,
T,2019-04-10 02:52:43,30.31499947,78.08453174,17,634.000,,4.440,311,23,32,,
T,2019-04-10 02:52:44,30.31502732,78.08449340,17,634.000,,4.090,310,23,32,,
T,2019-04-10 02:52:45,30.31506576,78.08444833,15,634.000,,4.650,311,23,32,,
T,2019-04-10 02:52:46,30.31509997,78.08441098,15,633.000,,4.560,313,23,32,,
T,2019-04-10 02:52:47,30.31513145,78.08437711,14,635.000,,3.780,314,23,32,,
T,2019-04-10 02:52:48,30.31515731,78.08434668,14,635.000,,3.980,315,23,32,,
T,2019-04-10 02:52:49,30.31518386,78.08431521,14,634.000,,4.340,314,23,32,,
T,2019-04-10 02:52:50,30.31521042,78.08428339,14,634.000,,4.300,315,23,32,,
T,2019-04-10 02:52:51,30.31524026,78.08425201,15,635.000,,4.440,316,23,31,,
T,2019-04-10 02:52:52,30.31527321,78.08422447,15,635.000,,4.430,321,23,31,,
T,2019-04-10 02:52:53,30.31531977,78.08418053,15,635.000,,5.030,312,23,31,,
T,2019-04-10 02:52:54,30.31536321,78.08415259,15,636.000,,5.010,319,23,31,,
T,2019-04-10 02:52:55,30.31541997,78.08409712,15,637.000,,5.670,321,23,31,,
T,2019-04-10 02:52:57,30.31552018,78.08398525,17,638.000,,6.200,316,23,31,,
T,2019-04-10 02:52:58,30.31556349,78.08394904,15,639.000,,5.410,318,23,31,,
T,2019-04-10 02:52:59,30.31559136,78.08391043,15,638.000,,6.210,315,23,31,,
T,2019-04-10 02:53:00,30.31561922,78.08385936,15,639.000,,6.180,311,23,31,,
T,2019-04-10 02:53:01,30.31565533,78.08379411,15,639.000,,6.150,312,23,31,,
T,2019-04-10 02:53:02,30.31569803,78.08372055,15,639.000,,6.130,311,23,32,,
T,2019-04-10 02:53:03,30.31573127,78.08367308,15,640.000,,5.950,311,23,32,,
T,2019-04-10 02:53:04,30.31577074,78.08362514,14,640.000,,5.360,310,23,32,,
T,2019-04-10 02:53:05,30.31578506,78.08358090,14,636.000,,5.380,303,23,32,,
T,2019-04-10 02:53:06,30.31582373,78.08353215,14,634.000,,6.230,313,23,32,,
T,2019-04-10 02:53:07,30.31586757,78.08346338,14,633.000,,7.210,309,23,32,,
T,2019-04-10 02:53:08,30.31592119,78.08339821,14,632.000,,7.620,314,23,32,,
T,2019-04-10 02:53:09,30.31596302,78.08332653,14,633.000,,8.910,306,23,32,,
T,2019-04-10 02:53:10,30.31600148,78.08325132,15,633.000,,9.550,302,23,32,,
T,2019-04-10 02:53:11,30.31601723,78.08314544,15,633.000,,10.080,294,23,32,,
T,2019-04-10 02:53:12,30.31607253,78.08305026,15,634.000,,10.350,295,23,32,,
T,2019-04-10 02:53:13,30.31608397,78.08295155,15,633.000,,10.240,288,23,32,,
T,2019-04-10 02:53:14,30.31610749,78.08281866,14,634.000,,11.390,284,23,32,,
T,2019-04-10 02:53:15,30.31614662,78.08270083,14,634.000,,11.730,287,23,32,,
T,2019-04-10 02:53:16,30.31617372,78.08259126,14,634.000,,11.560,288,23,32,,
T,2019-04-10 02:53:17,30.31620637,78.08247043,14,630.000,,11.930,290,23,32,,
T,2019-04-10 02:53:18,30.31625273,78.08236182,14,631.000,,11.900,292,23,32,,
T,2019-04-10 02:53:19,30.31629971,78.08224901,15,632.000,,11.520,297,23,32,,
T,2019-04-10 02:53:20,30.31634971,78.08215024,14,633.000,,10.630,295,23,32,,
T,2019-04-10 02:53:21,30.31640566,78.08205497,14,633.000,,10.240,303,23,32,,
T,2019-04-10 02:53:22,30.31645139,78.08194752,15,634.000,,10.330,301,23,32,,
T,2019-04-10 02:53:23,30.31652170,78.08187162,15,635.000,,9.870,308,23,32,,
T,2019-04-10 02:53:24,30.31658353,78.08178783,15,634.000,,9.200,308,23,32,,
T,2019-04-10 02:53:25,30.31663851,78.08170636,15,633.000,,8.640,305,23,32,,
T,2019-04-10 02:53:26,30.31669891,78.08162079,15,632.000,,8.940,307,23,32,,
T,2019-04-10 02:53:27,30.31674870,78.08154342,15,633.000,,8.920,306,23,32,,
T,2019-04-10 02:53:28,30.31677468,78.08148391,15,633.000,,7.120,303,23,32,,
T,2019-04-10 02:53:29,30.31683470,78.08140545,15,635.000,,6.950,305,22,32,,
T,2019-04-10 02:53:30,30.31687078,78.08136098,15,636.000,,6.180,307,22,32,,
T,2019-04-10 02:53:31,30.31689972,78.08131753,15,638.000,,5.170,309,21,32,,
